iter	Logloss
450	0.07060473985
451	0.0705697234
452	0.07049294886
453	0.07042983114
454	0.07031223968
455	0.0702949851
456	0.07020057551
457	0.07012344053
458	0.06999713834
459	0.06991192008
460	0.06985618478
461	0.06980231845
462	0.06974199751
463	0.06963605372
464	0.06954455438
465	0.06951889612
466	0.06943672828
467	0.0693389145
468	0.06924306314
469	0.06908332644
470	0.06892724759
471	0.06876493439
472	0.06861002364
473	0.06855927448
474	0.06854858131
475	0.06845379126
476	0.06830563549
477	0.06823201818
478	0.06821515742
479	0.06812503311
480	0.06799459249
481	0.06794354296
482	0.06784244514
483	0.06763481614
484	0.06757418148
485	0.06755949673
486	0.06745187087
487	0.06739708341
488	0.06720568105
489	0.0671386385
490	0.06699820558
491	0.06698346743
492	0.06692555612
493	0.06683369634
494	0.06669929751
495	0.06661427282
496	0.06658810059
497	0.06655771651
498	0.06649013997
499	0.06636525285
500	0.06627245859
501	0.06620360714
502	0.06613017672
503	0.06605631243
504	0.06598877594
505	0.0659002002
506	0.0658860628
507	0.06569369259
508	0.06559477078
509	0.06549058916
510	0.06535152459
511	0.06526643982
512	0.06519852285
513	0.06510595554
514	0.0649782049
515	0.06492252967
516	0.0648977792
517	0.06485169578
518	0.06477540184
519	0.06472564724
520	0.06465752335
521	0.06457003563
522	0.06449668531
523	0.06445368569
524	0.06444051614
525	0.06442788058
526	0.06434914363
527	0.06426652857
528	0.06420246301
529	0.06412218416
530	0.06411894016
531	0.06403147246
532	0.06393639539
533	0.06390856111
534	0.06383365554
535	0.06370964951
536	0.06363977013
537	0.06363403641
538	0.06345089756
539	0.06336929708
540	0.06330588567
541	0.06321095544
542	0.06316139441
543	0.06308586808
544	0.06306592352
545	0.06298415617
546	0.06294400006
547	0.06290130749
548	0.06289272358
549	0.06280756539
550	0.06276549358
551	0.06268398655
552	0.06264170783
553	0.062609902
554	0.06246577119
555	0.06239265449
556	0.06235015549
557	0.06234699827
558	0.06226639902
559	0.0622060714
560	0.06202933377
561	0.06197028106
562	0.06189040937
563	0.06187154615
564	0.06183200412
565	0.06170660972
566	0.06169607675
567	0.06152388472
568	0.06142367466
569	0.0613832916
570	0.06132021393
571	0.06126353079
572	0.06119421211
573	0.06108852864
574	0.06104426079
575	0.06094546581
576	0.06091489483
577	0.06087722845
578	0.06083499645
579	0.06077921443
580	0.06073479974
581	0.06056887542
582	0.06048679435
583	0.06037635837
584	0.06034877106
585	0.06025926752
586	0.06016899636
587	0.06007211707
588	0.05994678941
589	0.05992124462
590	0.05981770379
591	0.05977787475
592	0.0597191491
593	0.05965218665
594	0.05958003781
595	0.05954861912
596	0.0594476548
597	0.05934757156
598	0.05926049767
599	0.05921527532
600	0.05919786722
601	0.05915728391
602	0.05908297908
603	0.05898949731
604	0.05893806731
605	0.05889173693
606	0.05887155875
607	0.05884391805
608	0.05877309083
609	0.05866412332
610	0.05858738216
611	0.05851086127
612	0.05843576213
613	0.05838529331
614	0.05833405022
615	0.05828135867
616	0.05819857006
617	0.05811865832
618	0.05802131179
619	0.05799281003
620	0.05793634049
621	0.05789266004
622	0.05780417775
623	0.05777954075
624	0.05772540075
625	0.05761681371
626	0.05747937113
627	0.05744683774
628	0.05737949481
629	0.0573499451
630	0.05727330406
631	0.05723372866
632	0.05720985927
633	0.05714516627
634	0.05708746856
635	0.05701971179
636	0.05689826892
637	0.05680038172
638	0.0567109516
639	0.05663408361
640	0.05660642288
641	0.05658120517
642	0.05655430538
643	0.05650067934
644	0.05645868096
645	0.0563719208
646	0.05632739931
647	0.05627873271
648	0.05624531156
649	0.05621551487
650	0.05616671478
651	0.05614877269
652	0.05610424452
653	0.05609795678
654	0.05602349843
655	0.05591544871
656	0.05584783212
657	0.05580786624
658	0.0557139239
659	0.05563843094
660	0.05556928913
661	0.05548617345
662	0.05542564225
663	0.05538888366
664	0.05528946791
665	0.05517977283
666	0.05511652161
667	0.0550434216
668	0.05503964028
669	0.05496070975
670	0.05488932519
671	0.05479603031
672	0.0547557407
673	0.05468899517
674	0.05467283861
675	0.05464231436
676	0.05458494705
677	0.054475272
678	0.05440039647
679	0.05436937494
680	0.05431568216
681	0.05429287407
682	0.05422012449
683	0.05411146403
684	0.05400947177
685	0.05395016541
686	0.05390379164
687	0.05387999901
688	0.05386096891
689	0.05381854667
690	0.05371264293
691	0.05365117725
692	0.05360243389
693	0.05353763744
694	0.05345775574
695	0.05337912559
696	0.05337265762
697	0.05335556658
698	0.05334216674
699	0.0532952156
700	0.05327562481
701	0.05318208629
702	0.05316572949
703	0.05314370904
704	0.05304243433
705	0.05302863734
706	0.05300320937
707	0.05296734187
708	0.05288623533
709	0.05284078937
710	0.05278001119
711	0.05274787829
712	0.05270913726
713	0.05266285694
714	0.05255796778
715	0.05251133035
716	0.05244294615
717	0.05242546796
718	0.05236043454
719	0.05229558135
720	0.05224140131
721	0.05213569781
722	0.05209098943
723	0.05204165535
724	0.05197288066
725	0.05190962277
726	0.05182253553
727	0.05175025653
728	0.05174487657
729	0.05170629573
730	0.05164020769
731	0.05160168692
732	0.05154367549
733	0.05150447388
734	0.05141032128
735	0.05135149885
736	0.05131577486
737	0.05126302657
738	0.05125808716
739	0.05123082359
740	0.05115124894
741	0.05108556472
742	0.05103809961
743	0.05099451928
744	0.05089608807
745	0.05083370125
746	0.05074217856
747	0.05068957712
748	0.05061800232
749	0.05055322589
750	0.05050362147
751	0.05046407611
752	0.05041359061
753	0.05035410737
754	0.05031904419
755	0.05027386523
756	0.05025412759
757	0.05019637314
758	0.05018035341
759	0.0501041963
760	0.05009523861
761	0.04998269336
762	0.04986365678
763	0.04977050541
764	0.04975188248
765	0.04971713302
766	0.04967494774
767	0.04958885507
768	0.04953936412
769	0.0494940283
770	0.04945197986
771	0.04937799542
772	0.04925509742
773	0.04923496597
774	0.04916645494
775	0.04912950277
776	0.04906091498
777	0.04895239469
778	0.04894046333
779	0.04890802338
780	0.04883594129
781	0.04878260895
782	0.04871071376
783	0.04869713704
784	0.04861934792
785	0.04858967805
786	0.0485124563
787	0.04849784497
788	0.04841234636
789	0.04836139028
790	0.04824638867
791	0.04816259549
792	0.04813286889
793	0.0480519359
794	0.04803091001
795	0.04798571102
796	0.04796162469
797	0.04793094692
798	0.04789696841
799	0.047874978
800	0.04784320221
801	0.04782383502
802	0.04780742482
803	0.0477375688
804	0.04768109259
805	0.04763776257
806	0.04756431546
807	0.0474920665
808	0.0474114272
809	0.0473851415
810	0.04735044544
811	0.04725618938
812	0.0472029872
813	0.04716195334
814	0.04711488872
815	0.04708591972
816	0.04704277993
817	0.04698055998
818	0.04690111883
819	0.04682803884
820	0.04676978377
821	0.04674166582
822	0.04666706396
823	0.04663242797
824	0.04657777401
825	0.04647095581
826	0.0464568985
827	0.04638828067
828	0.04638601121
829	0.04635823701
830	0.04625498988
831	0.04618466996
832	0.04616343047
833	0.04611092582
834	0.04608705976
835	0.04604035225
836	0.04603187514
837	0.04602030089
838	0.0459685238
839	0.04591644634
840	0.04580586351
841	0.04577376398
842	0.04572565808
843	0.04572190679
844	0.04572030148
845	0.04566854776
846	0.04557516277
847	0.04553561073
848	0.04553320443
849	0.04549253769
850	0.04545961048
851	0.0454264363
852	0.04539702675
853	0.04535052949
854	0.04534683828
855	0.04532723414
856	0.04532481783
857	0.04525405069
858	0.04519916645
859	0.04516055223
860	0.04510389246
861	0.04510233721
862	0.04499701419
863	0.04495712173
864	0.04492118081
865	0.04486013564
866	0.04483472435
867	0.04474993995
868	0.04473396028
869	0.04469029317
870	0.04457395325
871	0.04457204423
872	0.04454037857
873	0.04447985071
874	0.044451122
875	0.04441100594
876	0.04439179561
877	0.04436745898
878	0.0443525306
879	0.04428654601
880	0.04419818388
881	0.04412350525
882	0.04405740386
883	0.04404950079
884	0.04399448638
885	0.04391644696
886	0.04389459672
887	0.04386329818
888	0.04381435124
889	0.04376665584
890	0.04369007821
891	0.04367009361
892	0.04363291115
893	0.0435690859
894	0.04356724029
895	0.04353830466
896	0.04349012867
897	0.04345487526
898	0.04340762374
899	0.04335569313
900	0.04329364673
901	0.04320747396
902	0.04316861944
903	0.04309628704
904	0.04307373928
905	0.04304531428
906	0.04301583464
907	0.04292748586
908	0.04291597835
909	0.04287050903
910	0.04281636236
911	0.04281445668
912	0.04277949696
913	0.04274202415
914	0.04268092892
915	0.04266376112
916	0.04260762533
917	0.04260472509
918	0.04257543903
919	0.04252422596
920	0.04250892713
921	0.04248478406
922	0.04244505848
923	0.04240519272
924	0.04235881896
925	0.04233668837
926	0.04228356629
927	0.04219963961
928	0.04216033455
929	0.04212583874
930	0.04207732901
931	0.04204713516
932	0.04201609027
933	0.04200970574
934	0.04199242112
935	0.04195248194
936	0.04185269574
937	0.04181903095
938	0.04177694246
939	0.04171898442
940	0.04169130367
941	0.04166545851
942	0.04159482487
943	0.04154433937
944	0.04151407878
945	0.04148062759
946	0.0414501
947	0.04144814092
948	0.04139226878
949	0.04134164645
950	0.04129471866
951	0.04125635142
952	0.04123726125
953	0.04120966727
954	0.04112912476
955	0.0411262045
956	0.04109843363
957	0.04106471879
958	0.04104147683
959	0.04099742926
960	0.04096110119
961	0.04092331467
962	0.04088844506
963	0.04087826586
964	0.04086550348
965	0.04085932921
966	0.04084501492
967	0.04084000542
968	0.04079302757
969	0.04073453888
970	0.04070801289
971	0.04067226887
972	0.04066454937
973	0.04063605762
974	0.04058496804
975	0.04055778123
976	0.04050979214
977	0.04050651811
978	0.04048405712
979	0.04035690054
980	0.04031894714
981	0.04026756387
982	0.04023888856
983	0.04018855992
984	0.04015447461
985	0.04010700283
986	0.04008160488
987	0.0400199256
988	0.03996973714
989	0.03988950501
990	0.03986595601
991	0.03983363621
992	0.03980572852
993	0.03978615107
994	0.03975184216
995	0.03970036878
996	0.03965753937
997	0.03960987401
998	0.03955891794
999	0.03951071859
